index,NAIC Code ,Company Name ,Calendar Year ,Net Premiums Written
10786,31325,ACADIA INS CO,2001,602957
10787,26379,ACCREDITED SURETY & CAS CO INC,2001,200
10788,22667,ACE AMER INS CO,2001,49033462
10789,20702,ACE FIRE UNDERWRITERS INS CO,2001,5952642
10790,20699,ACE PROP & CAS INS CO,2001,8908408
10791,19984,ACIG INS CO,2001,1555
10792,22950,ACSTAR INS CO,2001,497398
10793,44318,ADMIRAL IND CO,2001,19505263
10794,33898,AEGIS SECURITY INS CO,2001,2295607
10795,36153,AETNA INS CO OF CT,2001,42018566
10796,10014,AFFILIATED FM INS CO,2001,10838218
10797,22837,AGCS MARINE INS CO,2001,13987980
10798,42757,AGRI GEN INS CO,2001,90722
10799,34886,AIOI NISSAY DOWA INS CO OF AMER,2001,1203290
10800,19399,AIU INS CO,2001,104135883
10801,24899,ALEA NORTH AMERICA INS CO,2001,3170
10802,20222,ALL AMER INS CO,2001,2438464
10803,21342,ALLCITY INS CO,2001,18709014
10804,30970,ALLEGANY CO-OP INS CO,2001,6608877
10805,13285,ALLEGHENY CAS CO,2001,138959
10806,35300,ALLIANZ GLOBAL RISKS US INS CO,2001,34974974
10807,36420,ALLIANZ UNDERWRITERS INS CO,2001,12298179
10808,19489,ALLIED WORLD ASSUR CO US INC,2001,1006082
10809,19240,ALLSTATE IND CO,2001,238430934
10810,19232,ALLSTATE INS CO,2001,1859858779
10811,37907,ALLSTATE VEHICLE & PROP INS CO,2001,12437455
10812,21296,ALTERRA AMER INS CO,2001,3036094
10813,18708,AMBAC ASSUR CORP,2001,143358954
10814,24589,American & Foreign Ins Co,2001,28652025
10815,19720,AMERICAN ALT INS CORP,2001,29966385
10816,21849,AMERICAN AUTOMOBILE INS CO,2001,31675502
10817,10111,AMERICAN BANKERS INS CO OF FL,2001,28782004
10818,20427,AMERICAN CAS CO OF READING PA,2001,40386607
10819,12246,American Continental Ins Co,2001,302993
10820,12300,AMERICAN CONTRACTORS INS CO RRG,2001,86739
10821,19690,AMERICAN ECONOMY INS CO,2001,8480192
10822,23337,AMERICAN EUROPEAN INS CO,2001,66537069
10823,44202,AMERICAN FEED INDUSTRY INS CO RRG,2001,20851
10824,24066,AMERICAN FIRE & CAS CO,2001,3504437
10825,26247,AMERICAN GUAR & LIAB INS,2001,77689829
10826,19380,AMERICAN HOME ASSUR CO,2001,253651483
10827,21857,AMERICAN INS CO,2001,54626036
10828,30562,AMERICAN MANUFACTURERS MUT INS CO,2001,165122576
10829,23469,AMERICAN MODERN HOME INS CO,2001,10254295
10830,22918,AMERICAN MOTORISTS INS CO,2001,55829869
10831,12190,AMERICAN PET INS CO,2001,4409419
10832,18910,American Protection Ins Co,2001,88370018
10833,19615,AMERICAN RELIABLE INS CO,2001,2893608
10834,19631,AMERICAN ROAD INS CO,2001,6273291
10835,39969,AMERICAN SAFETY CAS INS CO,2001,7119432
10836,42978,AMERICAN SECURITY INS CO,2001,33960966
10837,19704,AMERICAN STATES INS CO,2001,19076192
10838,13366,AMERICAN STEAMSHIP OWNERS MUT PROT,2001,53003649
10839,16616,AMERICAN TRANSIT INS CO,2001,125856236
10840,40142,AMERICAN ZURICH INS CO,2001,44638283
10841,23396,AMERISURE MUT INS CO,2001,236077
10842,27928,AMEX ASSUR CO,2001,39745160
10843,42390,AMGUARD INS CO,2001,1221956
10844,19976,AMICA MUT INS CO,2001,123309752
10845,11150,ARCH INS CO,2001,8023594
10846,19801,ARGONAUT INS CO,2001,1265371
10847,19828,ARGONAUT MIDWEST INS CO,2001,807989
10848,41459,ARMED FORCES INS EXCH,2001,639910
10849,24678,ARROWOOD IND CO,2001,132568164
10850,43460,ASPEN AMER INS CO,2001,60740
10851,21865,ASSOCIATED IND CORP,2001,46956945
10852,16489,ASSOCIATED MUT INS CO,2001,8349560
10853,19305,ASSURANCE CO OF AMER,2001,52765142
10854,30180,ASSURED GUAR CORP,2001,1829138
10855,18287,ASSURED GUAR MUNICIPAL CORP,2001,76941115
10856,17159,ATAIN SPECIALTY INS CO,2001,28926669
10857,41769,ATHENA ASSUR CO,2001,393560
10858,20931,ATLANTA INTL INS CO,2001,400
10859,19895,Atlantic Mut Ins Co,2001,133717307
10860,27154,ATLANTIC SPECIALTY INS CO,2001,11517691
10861,22586,ATLANTIC STATES INS CO,2001,3325946
10862,10923,Autoglass Ins Co,2001,21783
10863,19062,AUTOMOBILE INS CO OF HARTFORD CT,2001,192317402
10864,34460,AUTOONE INS CO,2001,18389309
10865,34479,AUTOONE SELECT INS CO,2001,116794334
10866,10367,AVEMCO INS CO,2001,24151805
10867,29530,AXA ART INS CORP,2001,7103437
10868,33022,AXA INS CO,2001,7887821
10869,37273,AXIS INS CO,2001,308937
10870,20370,AXIS REINS CO,2001,1100
10871,24813,BALBOA INS CO,2001,8646416
10872,18279,BANKERS STANDARD INS CO,2001,4358891
10873,19763,BAY STATE INS CO,2001,961245
10874,38245,BCS INS CO,2001,10016116
10875,37540,BEAZLEY INS CO INC,2001,5387529
10876,29580,BERKLEY REGIONAL INS CO,2001,647927
10877,20095,BITUMINOUS CAS CORP,2001,158360
10878,20109,BITUMINOUS FIRE & MARINE INS CO,2001,781
10879,40754,BLUE RIDGE IND CO,2001,27689268
10880,20761,Boston Old Colony Ins Co,2001,33606
10881,13528,BROTHERHOOD MUT INS CO,2001,349983
10882,20788,Buckeye Union Ins Co,2001,2391427
10883,43800,CALLICOON CO OPERATIVE INS CO,2001,3803281
10884,19771,CAMBRIDGE MUT FIRE INS CO,2001,13197388
10885,21946,CAMDEN FIRE INS ASSOC,2001,204530
10886,36340,CAMICO MUT INS CO,2001,592647
10887,20877,Capital Markets Assur Corp,2001,16944335
10888,10510,CAROLINA CAS INS CO,2001,4796257
10889,40134,CASTLEPOINT NATL INS CO,2001,567162
10890,24503,CATLIN IND CO,2001,45885182
10891,19909,Centennial Ins Co,2001,70803648
10892,43826,CENTRAL CO OPERATIVE INS CO,2001,4035279
10893,20230,CENTRAL MUT INS CO,2001,12151716
10894,34274,CENTRAL STATES IND CO OF OMAHA,2001,735579
10895,34649,CENTRE INS CO,2001,279620
10896,20710,CENTURY IND CO,2001,1772
10897,25615,CHARTER OAK FIRE INS CO,2001,164128872
10898,19402,CHARTIS PROP CAS CO,2001,3829017
10899,10372,CHAUTAUQUA PATRONS INS ASSOC,2001,5737863
10900,29670,CHERRY VALLEY COOP INS CO,2001,259335
10901,22810,CHICAGO INS CO,2001,53015588
10902,12777,CHUBB IND INS CO,2001,122046154
10903,10669,CHURCH INS CO,2001,2986145
10904,18767,CHURCH MUT INS CO,2001,8446581
10905,22004,CIM INS CORP,2001,6920018
10906,28665,CINCINNATI CAS CO,2001,437748
10907,10677,CINCINNATI INS CO,2001,13131768
10908,31534,CITIZENS INS CO OF AMER,2001,46495887
10909,20532,CLARENDON NATL INS CO,2001,91401290
10910,40266,CMG MORTGAGE INS CO,2001,2089203
10911,34347,COLONIAL AMER CAS & SURETY CO,2001,218966
10912,13633,Colonial Coop Ins Co,2001,8022760
10913,28991,COLONIAL IND INS CO,2001,6981705
10914,10758,COLONIAL SURETY CO,2001,1446052
10915,31127,Columbia Cas Co,2001,23198229
10916,19410,COMMERCE & INDUSTRY INS CO,2001,76173961
10917,20818,COMMERCIAL INS CO OF NEWARK NJ,2001,1183
10918,10025,COMMUNITY MUT INS CO,2001,3649069
10919,34711,COMPUTER INS CO,2001,1001098
10920,24872,Connecticut Ind Co,2001,42431788
10921,32190,CONSTITUTION INS CO,2001,3759132
10922,20443,CONTINENTAL CAS CO,2001,333154774
10923,35289,CONTINENTAL INS CO,2001,202980372
10924,37206,CONTRACTORS BONDING & INS CO,2001,70775
10925,21318,COREGIS INS CO,2001,14109035
10926,10499,COREPOINTE INS CO,2001,3875837
10927,10022,COUNTRYWAY INS CO,2001,8388768
10928,10839,COUNTRYWIDE INS CO,2001,59907993
10929,31348,CRUM & FORSTER IND CO,2001,2116333
10930,10847,CUMIS INS SOCIETY INC,2001,13991911
10931,21164,DAIRYLAND INS CO,2001,12635930
10932,37184,DEERFIELD INS CO,2001,17947
10933,42048,DIAMOND STATE INS CO,2001,26370366
10934,36463,DISCOVER PROP & CAS INS CO,2001,11319866
10935,13919,DRYDEN MUT INS CO,2001,19639666
10936,10928,Eagle Ins Co,2001,148070861
10937,43320,EASTERN MUT INS CO,2001,4799028
10938,40649,ECONOMY PREMIER ASSUR CO,2001,36288736
10939,21261,ELECTRIC INS CO,2001,36750633
10940,21350,EMPIRE INS CO,2001,17928986
10941,32794,Employee Benefits Ins Co,2001,11738
10942,20648,EMPLOYERS FIRE INS CO,2001,25040007
10943,21458,EMPLOYERS INS  OF WAUSAU,2001,39899507
10944,21415,EMPLOYERS MUT CAS CO,2001,174411
10945,10374,ERIE & NIAGRA INS ASSOC,2001,28242062
10946,26263,ERIE INS CO,2001,74411971
10947,16233,ERIE INS CO OF NY,2001,5625854
10948,37915,ESSENTIA INS CO,2001,350234
10949,20516,EULER HERMES AMER CREDIT IND CO,2001,10124275
10950,11037,EVEREADY INS CO,2001,30179525
10951,10120,EVEREST NATL INS CO ,2001,6717487
10952,11045,EXCELSIOR INS CO,2001,38490735
10953,25917,EXECUTIVE INS CO,2001,31505
10954,35181,EXECUTIVE RISK IND INC,2001,46875307
10955,44792,Executive Risk Speciality Ins Co,2001,23727110
10956,21482,FACTORY MUT INS CO,2001,44386193
10957,44784,FAIRFIELD INS CO,2001,3931780
10958,18864,FAIRMONT INS CO,2001,7231518
10959,24384,FAIRMONT SPECIALTY INS CO,2001,3416409
10960,13803,FARM FAMILY CAS INS CO,2001,91093489
10961,11061,FARMERS FIRE INS CO,2001,1859506
10962,10806,FARMERS NEW CENTURY INS CO,2001,39052782
10963,41483,FARMINGTON CAS CO,2001,86821858
10964,20281,FEDERAL INS CO,2001,352323299
10965,13935,FEDERATED MUT INS CO,2001,9539559
10966,35270,Fidelity & Cas Co Of NY ,2001,36698036
10967,39306,FIDELITY & DEPOSIT CO OF MD ,2001,24247330
10968,35386,FIDELITY & GUAR INS CO,2001,32980576
10969,25879,FIDELITY & GUAR INS UNDERWRITERS INC,2001,17366785
10970,16578,FIDELITY NATL PROP & CAS INS CO,2001,2670747
10971,12815,FINANCIAL GUAR INS CO,2001,42623617
10972,43842,FINGER LAKES FIRE & CAS INS CO,2001,4934228
10973,24880,Fire & Cas Ins Co Of CT,2001,15155358
10974,37400,FIRE DISTRICTS OF NY MUT INS CO INC,2001,7691289
10975,21873,FIREMANS FUND INS CO,2001,134765475
10976,20850,Firemens Ins Co Of Newark NJ,2001,15117760
10977,21784,FIREMENS INS CO OF WASHINGTON DC,2001,3261790
10978,11177,FIRST FIN INS CO,2001,6795146
10979,33588,FIRST LIBERTY INS CORP,2001,693133
10980,24724,FIRST NATL INS CO OF AMER,2001,2898734
10981,28519,First Sealord Surety Inc,2001,1089608
10982,33278,FLORISTS INS CO,2001,317959
10983,13978,FLORISTS MUT INS CO,2001,1845248
10984,11185,FOREMOST INS CO GRAND RAPIDS MI,2001,10110712
10985,11800,FOREMOST PROP & CAS INS CO,2001,1565185
10986,10801,FORTRESS INS CO,2001,1590348
10987,22209,FREEDOM SPECIALTY INS CO,2001,115023
10988,21040,Fremont Ind Co,2001,1667126
10989,34266,FRONTIER INS CO,2001,16698337
10990,26760,FULMONT MUT INS CO,2001,3737825
10991,41491,GEICO CAS CO,2001,36681642
10992,35882,GEICO GEN INS CO,2001,593194350
10993,22055,GEICO IND CO,2001,140277463
10994,24414,GENERAL CAS CO OF WI,2001,313852
10995,24732,GENERAL INS CO OF AMER,2001,27796008
10996,22039,GENERAL REINS CORP,2001,564294
10997,39322,GENERAL SECURITY NATL INS CO,2001,570982
10998,11967,GENERAL STAR NATL INS CO,2001,22423463
10999,11231,GENERALI US BRANCH,2001,534730
11000,10364,GENESEE PATRONS COOP INS CO,2001,3408022
11001,38962,GENESIS INS CO,2001,11974458
11002,38458,GENWORTH MORTGAGE INS CORP,2001,52275915
11003,34622,Glens Falls Ins Co,2001,11131237
11004,24600,Globe Ind Co,2001,16989087
11005,22063,GOVERNMENT EMPLOYEES INS CO,2001,327580633
11006,23809,GRANITE STATE INS CO,2001,28765771
11007,25984,GRAPHIC ARTS MUT INS CO,2001,101119888
11008,26832,GREAT AMER ALLIANCE INS CO,2001,19803000
11009,26344,GREAT AMER ASSUR CO,2001,23183345
11010,10646,GREAT AMER CONTEMPORARY INS CO,2001,3198187
11011,16691,GREAT AMER INS CO,2001,42639060
11012,22136,GREAT AMER INS CO OF NY,2001,34929995
11013,31135,GREAT AMER SECURITY INS CO,2001,2894026
11014,33723,GREAT AMER SPIRIT INS CO,2001,3104088
11015,20303,GREAT NORTHERN INS CO,2001,199384178
11016,11371,GREAT WEST CAS CO,2001,38099
11017,22187,GREATER NY MUT INS CO,2001,75549446
11018,22322,GREENWICH INS CO,2001,55738724
11019,36650,GUARANTEE CO OF N AMER USA,2001,46456
11020,37443,GUARANTEE CO OF N AMER USA (THE),2001,71373
11021,11401,Guaranty Natl Ins Co,2001,972673
11022,42803,GUIDEONE ELITE INS CO,2001,754248
11023,15032,GUIDEONE MUT INS CO,2001,8858273
11024,14559,GUIDEONE SPECIALTY MUT INS CO,2001,20264383
11025,28630,GUILDERLAND REINS CO,2001,136654
11026,22217,Gulf Ins Co,2001,122942974
11027,42811,GULF UNDERWRITERS INS CO,2001,516001
11028,22292,HANOVER INS CO,2001,104150044
11029,26433,HARCO NATL INS CO,2001,2871741
11030,33235,Harleysville Ins Co of NY ,2001,83182750
11031,26182,HARLEYSVILLE WORCESTER INS CO,2001,51609735
11032,22357,HARTFORD ACCIDENT & IND CO,2001,64130809
11033,29424,HARTFORD CAS INS CO,2001,65915771
11034,19682,HARTFORD FIRE IN CO,2001,207029995
11035,37478,HARTFORD INS CO OF THE MIDWEST,2001,123440026
11036,11452,HARTFORD STEAM BOIL INSPEC & INS CO,2001,17390994
11037,30104,HARTFORD UNDERWRITERS INS CO,2001,23385063
11038,41343,HDI GERLING AMER INS CO,2001,9882486
11039,24309,HEREFORD INS CO,2001,19141890
11040,39527,HERITAGE IND CO,2001,1204703
11041,18376,HERMITAGE INS CO ,2001,16692093
11042,22489,HIGHLANDS INS CO,2001,49029787
11043,10200,HISCOX INS CO INC,2001,127738
11044,14206,HOLYOKE MUT INS CO IN SALEM,2001,5337033
11045,22527,Home Ins Co,2001,935199
11046,34452,HOMELAND INS CO OF NY,2001,101274199
11047,10986,HOMESITE INS CO OF NY,2001,346256
11048,22578,HORACE MANN INS CO,2001,499384
11049,30317,HOSPITALS INS CO INC,2001,91278910
11050,42374,Houston Cas Co,2001,941615
11051,25054,HUDSON INS CO,2001,5454852
11052,37079,HUDSON SPECIALTY INS CO,2001,427929
11053,23817,ILLINOIS NATL INS CO,2001,280943157
11054,43575,INDEMNITY INS CO OF NORTH AMER,2001,14051247
11055,39497,INFINITY ASSUR INS CO,2001,345764
11056,11738,INFINITY AUTO INS CO,2001,3445084
11057,21792,INFINITY CAS INS CO,2001,9820071
11058,22268,INFINITY INS CO,2001,10544219
11059,38873,INFINITY SECURITY INS CO,2001,11225673
11060,20260,INFINITY SELECT INS CO,2001,5608451
11061,31925,INFINITY SPECIALTY INS CO,2001,2089330
11062,12599,INFINITY STANDARD INS CO,2001,44019427
11063,22195,INSURANCE CO OF GREATER NY,2001,20850663
11064,22713,INSURANCE CO OF N AMER,2001,22768324
11065,19429,INSURANCE CO OF THE STATE OF PA,2001,108047293
11066,18341,Insurance Corp Of NY,2001,54166438
11067,27930,INTEGON CAS INS CO,2001,7340136
11068,29742,INTEGON NATL INS CO,2001,38427052
11069,31488,INTEGON PREFERRED INS CO,2001,4006081
11070,14311,INTERBORO INS CO,2001,51842965
11071,11592,INTERNATIONAL FIDELITY INS CO,2001,4586011
11072,22829,Interstate Fire & Cas Co,2001,6083664
11073,23647,IRONSHORE IND INC,2001,17112010
11074,11630,JEFFERSON INS CO,2001,719167
11075,14354,JEWELERS MUT INS CO,2001,7281719
11076,20885,Kansas City Fire & Marine Ins Co,2001,35
11077,10914,KEMPER INDEPENDENCE INS CO,2001,5025696
11078,13668,KINGSTONE INS CO,2001,9319598
11079,26077,LANCER INS CO,2001,72295081
11080,35637,LANDMARK INS CO,2001,423602
11081,37800,LEADING INS GRP INS CO LTD,2001,6472741
11082,10380,LEATHERSTOCKING COOP INS  CO,2001,2516111
11083,24422,Legion Ins Co,2001,101083543
11084,42404,LIBERTY INS CORP,2001,46622627
11085,19917,LIBERTY INS UNDERWRITERS INC,2001,22440962
11086,23035,LIBERTY MUT FIRE INS CO,2001,526382432
11087,23043,LIBERTY MUT INS CO,2001,140928432
11088,33855,LINCOLN GEN INS CO,2001,1541009
11089,10748,LIVINGSTON MUT INS CO,2001,3122054
11090,36447,LM GEN INS CO,2001,147515
11091,33600,LM INS CORP,2001,3751923
11092,36439,LM Personal Ins Co,2001,42987021
11093,32352,LM PROP & CAS INS CO,2001,115639616
11094,10982,Long Island Ins Co,2001,1983003
11095,14435,Lumber Mut Ins Co,2001,88213
11096,27138,LUMBERMENS CAS INS CO,2001,1922150
11097,22977,LUMBERMENS MUT CAS CO,2001,214537236
11098,23108,LUMBERMENS UNDERWRITING ALLIANCE ,2001,711123
11099,30449,MADISON MUT INS CO,2001,3102837
11100,29939,MAIN ST AMER ASSUR CO,2001,16810807
11101,36897,MANUFACTURERS ALLIANCE INS CO,2001,4470633
11102,23876,MAPFRE INS CO,2001,29028
11103,28932,MARKEL AMER INS CO,2001,8149463
11104,38970,MARKEL INS CO,2001,23972838
11105,19356,MARYLAND CAS CO,2001,36658682
11106,22306,MASSACHUSETTS BAY INS CO,2001,82545533
11107,12041,MBIA INS CORP,2001,306653000
11108,34231,MEDICAL LIAB MUT INS CO,2001,462704816
11109,22241,MEDMARC CAS INS CO,2001,2491310
11110,31968,MERASTAR INS CO,2001,5320131
11111,14486,MERCHANTS & BUSINESS MENS MUT INS CO,2001,14150465
11112,23329,MERCHANTS MUT INS CO,2001,41905998
11113,11908,MERCURY CAS CO,2001,818202
11114,19798,MERRIMACK MUT FIRE INS CO,2001,26989099
11115,39357,METLIFE INS CO OF CT,2001,42609849
11116,40169,METROPOLITAN CAS INS CO,2001,112860678
11117,39950,METROPOLITAN GEN INS CO,2001,16114751
11118,34339,METROPOLITAN GRP PROP & CAS INS CO,2001,78807436
11119,26298,METROPOLITAN PROP & CAS INS CO,2001,98207182
11120,10682,MGIC CREDIT ASSUR CORP,2001,4011
11121,38601,MIC PROP & CAS INS CORP,2001,11535110
11122,14508,MICHIGAN MILLERS MUT INS CO,2001,10006881
11123,35866,MID HUDSON CO OPERATIVE INS CO,2001,3977381
11124,23434,MIDDLESEX INS CO,2001,51929
11125,14532,MIDDLESEX MUT ASSUR CO,2001,675540
11126,26835,MIDROX INS CO,2001,2962389
11127,26818,MIDSTATE MUT INS CO,2001,7453579
11128,23612,MIDWEST EMPLOYERS CAS CO,2001,3126947
11129,14575,Millers Capital Ins Co,2001,262559
11130,10811,MILLVILLE INS CO OF NY,2001,4156328
11131,20362,MITSUI SUMITOMO INS CO OF AMER,2001,7828815
11132,22551,MITSUI SUMITOMO INS USA INC,2001,3067371
11133,10382,MONROE COOP INS CO,2001,973357
11134,33189,Monticello Ins Co,2001,371958
11135,29858,MORTGAGE GUAR INS CORP,2001,43954667
11136,13331,MOTORISTS COMMERCIAL MUT INS CO,2001,4303980
11137,22012,MOTORS INS CORP,2001,9700196
11138,26522,MOUNT VERNON FIRE INS CO,2001,11050637
11139,10205,MOUNTAIN VALLEY IND CO,2001,20128679
11140,23663,NATIONAL AMER INS CO,2001,85306
11141,11991,NATIONAL CAS CO,2001,39853800
11142,10243,NATIONAL CONTINENTAL INS CO,2001,7367883
11143,15679,NATIONAL FIRE & IND EXCH,2001,577387
11144,20478,NATIONAL FIRE INS CO OF HARTFORD,2001,26173255
11145,23728,NATIONAL GEN INS CO,2001,13527682
11146,44016,NATIONAL HOME INS CO RRG,2001,82732
11147,20087,National Ind Co,2001,2286023
11148,32620,NATIONAL INTERSTATE INS CO,2001,3252686
11149,20052,NATIONAL LIAB & FIRE INS CO,2001,142260
11150,23825,NATIONAL PUBLIC FINANCE GUAR CORP,2001,137709
11151,21881,NATIONAL SURETY CORP,2001,39873577
11152,19445,NATIONAL UNION FIRE INS CO OF PITTS,2001,402795893
11153,20893,National-Ben Franklin Ins Co Of IL,2001,23037814
11154,28223,NATIONWIDE AGRIBUSINESS INS CO,2001,127059
11155,10723,NATIONWIDE ASSUR CO,2001,51486339
11156,23779,NATIONWIDE MUT FIRE INS CO,2001,144581192
11157,23787,NATIONWIDE MUT INS CO,2001,347163817
11158,37877,NATIONWIDE PROP & CAS INS CO,2001,25771223
11159,42307,NAVIGATORS INS CO,2001,647055
11160,15865,NCMIC INS CO,2001,5821546
11161,24171,NETHERLANDS INS CO THE,2001,15126062
11162,23841,NEW HAMPSHIRE INS CO,2001,74919163
11163,12122,NEW JERSEY MANUFACTURERS INS CO,2001,7976360
11164,12130,NEW SOUTH INS CO,2001,24984864
11165,14834,NEW YORK CENTRAL MUT FIRE INS CO,2001,418576872
11166,16608,NEW YORK MARINE & GEN INS CO,2001,13251825
11167,20690,NEW YORK MUNICIPAL INS RECIP,2001,15523612
11168,34843,NEW YORK SCHOOLS INS RECIP,2001,31383171
11169,24643,Newark Ins Co,2001,54220748
11170,10967,Newport Mut Ins RRG Inc,2001,188053
11171,14788,NGM INS CO,2001,98693519
11172,35106,Niagara Fire Ins Co,2001,51113297
11173,27073,NIPPONKOA INS CO LTD US BR,2001,1027544
11174,23965,NORFOLK & DEDHAM MUT FIRE INS CO,2001,1757761
11175,31470,NORGUARD INS CO,2001,3701843
11176,29874,NORTH AMER SPECIALTY INS CO,2001,19504765
11177,43869,NORTH COUNTRY INS CO,2001,17757295
11178,21105,NORTH RIVER INS CO,2001,9927916
11179,38148,NORTH SEA INS CO,2001,3087371
11180,38369,NORTHERN ASSUR CO OF AMER,2001,99986345
11181,19372,NORTHERN INS CO OF NY,2001,32327876
11182,24015,NORTHLAND INS CO,2001,14186064
11183,23906,NORTHWESTERN NATL CAS CO,2001,83329
11184,23914,NORTHWESTERN NATL INS CO MILWAUKEE,2001,170757
11185,42552,NOVA CAS CO,2001,9324913
11186,24074,OHIO CAS INS CO,2001,26151083
11187,24104,OHIO FARMERS INS CO,2001,186969
11188,26565,OHIO IND CO,2001,6204452
11189,24082,OHIO SECURITY INS CO,2001,212804
11190,24139,OLD REPUBLIC GEN INS CORP,2001,672
11191,24147,OLD REPUBLIC INS CO,2001,10165903
11192,35424,OLD REPUBLIC SECURITY ASSUR CO,2001,9391995
11193,37060,OLD UNITED CAS CO,2001,122107
11194,20621,ONEBEACON AMER INS CO,2001,94923924
11195,21970,ONEBEACON INS CO,2001,79157051
11196,42650,ONEBEACON MIDWEST INS CO,2001,53579250
11197,22870,ONTARIO INS CO,2001,3186308
11198,44105,OPHTHALMIC MUT INS CO RRG,2001,153239
11199,30175,ORISKA INS CO,2001,16726975
11200,43850,OSWEGO CNTY MUT INS CO,2001,3959267
11201,30350,OTSEGO CO PATRONS COOP FIRE RELIEF,2001,1370856
11202,14915,OTSEGO MUT FIRE INS CO,2001,13477302
11203,22748,PACIFIC EMPLOYERS INS CO,2001,27452353
11204,20346,PACIFIC IND CO,2001,99306937
11205,37850,PACIFIC SPECIALTY INS CO,2001,120943
11206,40177,PARAMOUNT INS CO,2001,19177476
11207,23442,PATRIOT GEN INS CO,2001,1085298
11208,14931,PAWTUCKET INS CO,2001,5583189
11209,24198,PEERLESS INS CO,2001,56702199
11210,32859,PENN AMER INS CO,2001,1872939
11211,14982,PENN MILLERS INS CO,2001,2409251
11212,21962,PENNSYLVANIA GEN INS CO,2001,38263718
11213,14974,PENNSYLVANIA LUMBERMENS MUT INS,2001,11536014
11214,12262,PENNSYLVANIA MANUFACTURERS ASSOC INS,2001,19788931
11215,41424,PENNSYLVANIA MANUFACTURERS IND CO,2001,7533028
11216,14990,PENNSYLVANIA NATL MUT CAS INS CO,2001,529337
11217,12297,PETROLEUM CAS CO,2001,301653
11218,18058,PHILADELPHIA IND INS CO,2001,28104776
11219,25623,PHOENIX INS CO,2001,202601123
11220,41467,PHYSICIANS RECIP INSURERS,2001,180539176
11221,18619,PLATTE RIVER INS CO ,2001,532878
11222,27251,PMI MORTGAGE INS CO,2001,26006239
11223,14460,PODIATRY INS CO OF AMER,2001,222176
11224,37257,PRAETORIAN INS CO,2001,6528556
11225,15024,PREFERRED MUT INS CO,2001,74072648
11226,44083,PREFERRED PHYSICIANS MEDICAL RRG,2001,4454410
11227,36234,PREFERRED PROFESSIONAL INS CO,2001,837427
11228,42226,PRINCETON INS CO,2001,16836415
11229,12513,Professional Liab Ins Co Of Amer,2001,22681
11230,24260,PROGRESSIVE CAS INS CO,2001,6968259
11231,10042,Progressive Northeastern Ins Co,2001,288125692
11232,38628,PROGRESSIVE NORTHERN INS CO,2001,78975424
11233,42919,PROGRESSIVE NORTHWESTERN INS CO,2001,161045417
11234,32786,PROGRESSIVE SPECIALTY INS CO,2001,2166468
11235,34690,PROPERTY & CAS INS CO OF HARTFORD,2001,17865253
11236,12416,PROTECTIVE INS CO,2001,367897
11237,15040,PROVIDENCE MUT FIRE INS CO,2001,3190173
11238,24295,PROVIDENCE WASHINGTON INS CO,2001,58349953
11239,35726,Providence Washington Ins Co Of NY,2001,19409357
11240,15059,PUBLIC SERV MUT INS CO,2001,41275523
11241,39217,QBE INS CORP,2001,37532278
11242,15067,QUINCY MUT FIRE INS CO,2001,12457432
11243,36250,RADIAN ASSET ASSUR INC,2001,28120637
11244,33790,RADIAN GUAR INC,2001,39172179
11245,30872,RADIAN MORTGAGE ASSUR INC,2001,3260918
11246,38512,RAMPART INS CO,2001,1877090
11247,15466,Realm Natl Ins Co,2001,20052688
11248,37303,Redland Ins Co,2001,5286717
11249,24449,REGENT INS CO,2001,104944
11250,12475,REPUBLIC FRANKLIN INS CO,2001,77645147
11251,31275,REPUBLIC MORTGAGE INS OF NC,2001,7256687
11252,31089,REPWEST INS CO,2001,11518918
11253,10290,Response Ind Co Of DE,2001,4392338
11254,43044,RESPONSE INS CO,2001,21643221
11255,20133,RESPONSE WORLDWIDE DIRECT AUTO INS C,2001,6027045
11256,26050,RESPONSE WORLDWIDE INS CO,2001,22091960
11257,13056,RLI INS CO,2001,31289631
11258,12491,ROCHDALE INS CO OF NY ,2001,1164075
11259,26980,Royal Ins Co Of Amer,2001,90854568
11260,41378,RUTGERS CAS INS CO,2001,2623674
11261,23132,RVI NATL INS CO,2001,224620
11262,24740,SAFECO INS CO OF AMER,2001,26529083
11263,24759,SAFECO NATL INS CO,2001,3402152
11264,24694,Safeguard Ins Co,2001,57165776
11265,15105,SAFETY NATL CAS CORP,2001,11347725
11266,38300,SAMSUNG FIRE & MARINE INS CO LTD,2001,7223048
11267,10368,SAUQUOIT VALLEY INS CO,2001,1045399
11268,15580,SCOTTSDALE IND CO,2001,1358504
11269,41297,Scottsdale Ins Co,2001,24895355
11270,22535,Seaboard Surety Co,2001,12942960
11271,26174,Security Ind Ins Co,2001,3647048
11272,24902,SECURITY INS CO OF HARTFORD,2001,29894130
11273,15113,SECURITY MUT INS CO,2001,29631653
11274,22233,Select Ins Co,2001,21206561
11275,12572,SELECTIVE INS CO OF AMER,2001,31313369
11276,13730,SELECTIVE INS CO OF NY,2001,26511007
11277,19259,SELECTIVE INS CO OF SC,2001,3869923
11278,26301,SELECTIVE WAY INS CO,2001,52695743
11279,10936,SENECA INS CO INC,2001,30513182
11280,24988,SENTRY INS A MUT CO,2001,12363824
11281,21180,SENTRY SELECT INS CO,2001,7732590
